,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2022/12/01 03:00:00+00,2.400000,5.700000,2.700000,6,35.200000,25.100000,0.400000,1.700000,,11.400000,7.300000,2.200000,5.800000,9.800000,2.600000,,1.200000,3.500000,1.200000,1.600000,0.100000,1.600000,1.400000,1.200000,1.600000,3.500000,1.700000,3.600000,1.400000,4.700000,0,0.400000,1.300000,1.100000,1.600000,1,2.400000,1.300000,4.600000,0.100000,8023
2022/12/01 04:00:00+00,2,11.900000,5.600000,5.400000,44.200000,35.800000,0.800000,2.700000,,17.100000,14.300000,2.300000,4.300000,10.500000,4.700000,,0.400000,4.200000,1.500000,2.200000,0.200000,1.400000,1.700000,1.400000,1.600000,3.300000,0.900000,3.700000,1.300000,4.300000,0,0.400000,1.100000,1.300000,1.100000,1.100000,2.900000,1.200000,5.400000,0,8024
2022/12/01 05:00:00+00,3.300000,32.300000,4,10,72.700000,61,2.500000,4.100000,47.800000,61.500000,42.400000,4.200000,11,31,3.800000,,0.600000,5.100000,1.500000,9.500000,7.400000,2.500000,10.500000,1.900000,2.500000,5.400000,2.600000,4.200000,1.800000,8.800000,0,0.400000,4.200000,2.500000,3.300000,1.400000,3.200000,1.900000,10.400000,1.200000,8025
2022/12/01 06:00:00+00,7.600000,62.100000,16.300000,28.200000,85.800000,84.600000,2,6.200000,108.200000,94.600000,46.400000,10,13.400000,47.200000,7,,2,6.500000,2.200000,10.700000,4.200000,2.400000,13.200000,3.700000,3.800000,7.600000,4.800000,7.700000,3.100000,13.400000,0,0.400000,4.800000,3,9.300000,4,6.400000,6.900000,19.200000,3.300000,8026
2022/12/01 07:00:00+00,10.500000,90.300000,31.100000,51.800000,105.500000,141.600000,4.600000,6.700000,97.300000,98.400000,81.200000,9.600000,34.300000,89.400000,6.800000,,2.400000,9.700000,4,9.600000,2.400000,3.300000,16,6.200000,7.800000,8.800000,9.700000,11.200000,6.400000,16.700000,0.100000,0.400000,4.900000,4,23.400000,6,10.300000,17.600000,101.400000,6.700000,8027
2022/12/01 08:00:00+00,10.600000,101.300000,48.700000,68.700000,113.400000,130.300000,4.900000,8.600000,107.200000,114,76.100000,14.900000,44.700000,110.400000,8.900000,,7.500000,24.300000,10.100000,12.500000,13.200000,5.100000,9.800000,12.400000,8.200000,11.200000,32.100000,17,10.400000,17.800000,0.600000,0.800000,11.700000,5.400000,30.200000,9.600000,14.300000,22.100000,54.400000,12.100000,8028
2022/12/01 09:00:00+00,10.200000,,37.300000,62.700000,133.600000,115.900000,4.200000,7,96.100000,96,66.200000,11.600000,42.500000,92.300000,13.200000,,6.500000,12.700000,11.700000,12,2.600000,6,8.700000,8.900000,9.200000,11.600000,23.700000,17.700000,11.200000,17.500000,1.400000,2.300000,8.400000,4.600000,16.600000,12.400000,8.600000,20.100000,37.300000,10.200000,8029
2022/12/01 10:00:00+00,9.300000,89.100000,33.200000,60.500000,129.700000,85.600000,4.200000,6.800000,104.900000,79.100000,65,9.500000,61.700000,85.100000,13.500000,,6.800000,12.200000,10.300000,7.800000,2.100000,5,12.700000,7.700000,9.300000,10.300000,29.500000,13.900000,8.100000,14.100000,2.500000,3.500000,9.600000,5.600000,15,10.900000,8.600000,16.900000,25.700000,8.700000,8030
2022/12/01 11:00:00+00,8.600000,100.900000,28.900000,58,121.700000,88.400000,5.100000,4.800000,86.300000,73.900000,63.300000,9,34,68.400000,11.300000,,6.600000,13.700000,11.800000,8.300000,2.900000,5.200000,8.400000,6.600000,9.900000,8.700000,25.800000,11.900000,7.300000,14.200000,3.300000,3.500000,9.400000,6.700000,14.800000,6.800000,7.200000,12.400000,24.500000,6.700000,8031
2022/12/01 12:00:00+00,8,68.800000,24.900000,58.400000,103.900000,92.300000,4,4.300000,86.100000,58.700000,55,7,26.700000,68.600000,10.900000,,4.300000,16.600000,9.800000,6.900000,5.600000,3.800000,9.700000,6.300000,10.600000,11.600000,15.300000,11,5.800000,16.600000,2.900000,3.900000,11.900000,4.800000,12.900000,6.100000,6,9.700000,16.900000,6.900000,8032
2022/12/01 13:00:00+00,7.300000,57.800000,22.100000,60,113.300000,81.500000,3.900000,5,86.200000,82.700000,61.900000,6.500000,26.300000,55.300000,11.900000,,5.100000,,8,10.200000,3.700000,4.200000,10.400000,5.300000,6.600000,9.200000,14.900000,10.200000,5.800000,15.100000,2,3.200000,8.800000,5.200000,12,5.600000,6.300000,10.200000,18.500000,5.800000,8033
2022/12/01 14:00:00+00,6.600000,36.700000,29,48.900000,71.400000,66.100000,3.700000,3.800000,92.800000,79,54,7.400000,39.300000,58.600000,8.900000,,3.700000,,6.200000,7.200000,2.400000,4,11.100000,4.700000,6.800000,8.400000,20,9.700000,5,12.200000,1.300000,2.800000,7.300000,3.900000,11.500000,5.500000,5.800000,7.200000,37.600000,4.700000,8034
2022/12/01 15:00:00+00,4.800000,52.500000,30.600000,52.900000,88.100000,47,3.500000,4.100000,65.700000,73.900000,51.900000,6.900000,28.400000,52.100000,8.500000,,2.800000,23.100000,5.200000,9.700000,2.500000,3.900000,10.600000,5.400000,9.300000,6.800000,24.800000,8.500000,3.600000,16.400000,1,1.200000,6.700000,3.600000,12.100000,5.900000,6.400000,7.900000,16.900000,3.900000,8035
2022/12/01 16:00:00+00,4.200000,45.400000,41.600000,63.700000,168.900000,76.400000,4.300000,3.200000,81.700000,86.300000,56.400000,6.500000,30.500000,68.600000,5.400000,,1.900000,8.900000,5.400000,11,2.400000,5.100000,21.200000,7,14.200000,8.500000,27.700000,7.400000,3.800000,13,0.700000,0.700000,6.700000,5.400000,13.400000,3.600000,5.600000,11.200000,23.700000,2.700000,8036
2022/12/01 17:00:00+00,5.300000,50.300000,54.300000,58.900000,166.500000,48.300000,4.100000,4.500000,87,94.800000,76.700000,11,36.900000,67,17.600000,,1.900000,15.200000,5.700000,12.300000,3.100000,5.300000,17.100000,6.100000,7.300000,10,17.600000,8.400000,3.900000,16.600000,0.100000,0.100000,9.300000,8.900000,13,5.500000,11.600000,11.700000,21.500000,3.200000,8037
2022/12/01 18:00:00+00,8.200000,47.600000,46.800000,54.600000,131,88.300000,6.400000,6.500000,63.700000,73.700000,62.500000,16,28,85.800000,12.100000,,4.800000,9.400000,9.700000,12.600000,3.800000,7.200000,27.400000,8.400000,11,12,21.100000,11.300000,5.800000,19,0,0.200000,10.400000,6.200000,13.500000,9.900000,15.100000,16.400000,26.700000,6.200000,8038
2022/12/01 19:00:00+00,8.800000,82.100000,23.300000,75.500000,108.300000,126,4.600000,9.200000,70.300000,55.800000,51.800000,12.200000,36.200000,78,8.200000,,3.300000,8.800000,8.700000,11.300000,3.300000,7,31.300000,8.400000,7.700000,11.100000,17.500000,12.200000,7.800000,16.200000,0.200000,0.300000,10.400000,5.200000,17.500000,10.400000,12.500000,12.500000,37.800000,6.300000,8039
2022/12/01 20:00:00+00,6.200000,55.800000,16.400000,47,51.500000,111.500000,3.700000,5.900000,79.800000,61.100000,38.500000,5.900000,36.500000,73.800000,7.100000,,1.600000,6.800000,6.400000,7.200000,2.100000,3.800000,44.800000,5,6,8.600000,10,9,5.200000,14,0.700000,0.300000,7.100000,4.100000,15.800000,6.600000,7.600000,5.900000,37.900000,4.100000,8040
2022/12/01 21:00:00+00,4.300000,25.800000,7.900000,40,35.500000,79.700000,2.600000,5.900000,68.900000,34.200000,27.400000,5.700000,24.800000,34.900000,4.200000,,1,4.400000,2.800000,6.300000,0.400000,1.900000,37.700000,1.800000,2.600000,6.800000,7,5,2.200000,11.100000,0.200000,0.600000,6.700000,1.600000,12.600000,1.800000,4,2.200000,35.900000,1.900000,8041
2022/12/01 22:00:00+00,1.600000,37.800000,6.600000,23.900000,34.300000,51.600000,1.600000,1.600000,25.700000,24.800000,36.600000,2.100000,13.500000,35.100000,2.800000,,0.800000,10.800000,1.300000,3.700000,0.200000,1.500000,29.100000,1.800000,1.700000,6.100000,11.100000,3.500000,0.900000,7.800000,0,0.500000,1.900000,1.700000,4.400000,1.500000,2.400000,2.200000,10.500000,0.500000,8042
2022/12/01 23:00:00+00,1.600000,32.900000,4.100000,37.500000,22.100000,39.200000,1,1.400000,21,14.900000,35.300000,2.400000,23,44.200000,1.700000,,0.200000,4.100000,1.100000,2.500000,0,1.200000,8.700000,1.500000,2.600000,4.200000,5.700000,2.200000,0.700000,6.800000,0,0.700000,1.600000,1,5.800000,1.200000,1.700000,1.200000,13.700000,0.200000,8043
2022/12/02 00:00:00+00,1.300000,16.700000,3.500000,25.800000,23.700000,36.500000,0.500000,0.900000,15.600000,13.200000,25.100000,1.700000,15.600000,26,1.400000,,0.300000,1.800000,1.100000,1.600000,0,0.700000,3.300000,1.200000,1.100000,2.800000,2.500000,2.500000,0.800000,4.400000,0,0.400000,1.300000,0.800000,2,2.200000,1.600000,1.200000,11.800000,0,8044
2022/12/02 01:00:00+00,1.600000,12,3.100000,16.900000,17.700000,20.700000,0.800000,1,14,8.300000,19.600000,2.600000,7.900000,23.400000,3.300000,,0.700000,2.100000,0.900000,1.600000,0,0.700000,2.400000,1.100000,1,2.900000,1.500000,2.700000,0.900000,3.300000,0,0.800000,1.700000,0.700000,2.700000,1.200000,1.400000,0.300000,6.400000,0.100000,8045
2022/12/02 02:00:00+00,1.900000,12,3.700000,12.600000,29.200000,15.700000,0.500000,1,,8.400000,19.300000,1.800000,12.400000,17.700000,1.100000,,0.400000,2.100000,1,1.500000,0,0.900000,1.400000,1.100000,1.200000,3.400000,1.400000,3.200000,1.300000,3.800000,0,1,1.100000,1,3.400000,0.600000,1,0.300000,5.400000,0.200000,8046
2022/12/02 03:00:00+00,1.900000,5.800000,3.100000,7,38.300000,25.300000,0.300000,0.900000,,9.400000,15.800000,3,8,11.600000,3,,0.600000,1.100000,0.900000,1.500000,0,0.900000,1.300000,1,0.800000,3.200000,1.300000,3.400000,0.300000,3.900000,0,0.300000,1.300000,2.500000,2.400000,1.300000,2,0.700000,4.300000,0,8047
2022/12/02 04:00:00+00,2,10.400000,3.300000,7.800000,102.800000,19.700000,1.500000,0.700000,23.400000,17.100000,22.700000,1.900000,5.800000,14.200000,2.500000,,0.300000,1.100000,0.900000,2,0,1.100000,1.600000,1.100000,1,3.400000,1.300000,3.600000,0.900000,3.700000,0,0.500000,1.200000,0.800000,1.600000,1.300000,1.400000,1.300000,5.900000,0.100000,8048
2022/12/02 05:00:00+00,2.200000,35.600000,7,12.200000,71.600000,57.900000,2,1.100000,80.500000,60.800000,39.800000,3.200000,9.600000,28.300000,2.500000,,0.600000,1.200000,1.300000,5.100000,1.900000,2,4.100000,1.400000,1.800000,3.900000,1,4.400000,0.900000,6.300000,0,0.400000,3.500000,2.600000,3.500000,1.500000,2.100000,1.900000,9.700000,0.400000,8049
2022/12/02 06:00:00+00,3.700000,80.100000,15.300000,37.400000,117.100000,121.700000,3.100000,3.900000,109.500000,99.500000,70.600000,9.500000,23.900000,57.800000,6.100000,,1,4.300000,1.800000,11.200000,3.900000,3.400000,13.200000,2.400000,3.300000,6.200000,4.500000,6.100000,2.200000,20.400000,0,0.700000,6,3.500000,20.800000,4.600000,9,5.800000,28.300000,1.900000,8050
2022/12/02 07:00:00+00,8.200000,90.100000,47.200000,81,124.500000,130.500000,9.600000,10.200000,125.300000,104.200000,80.600000,16,46.800000,131.900000,11.100000,,2.700000,8.700000,3.100000,15.600000,5.800000,4.400000,13.700000,6.900000,4.600000,11.500000,8.600000,15.700000,7.300000,21.600000,0.300000,0.500000,5.900000,6.400000,29.400000,12.200000,13.200000,13.200000,103.700000,5.300000,8051
2022/12/02 08:00:00+00,11.100000,98.500000,61.800000,76.400000,121.800000,129.900000,11.700000,8.600000,92.700000,91.500000,80.400000,18.600000,43.600000,92.700000,15.300000,,4,14.400000,6.600000,20.800000,8.800000,8.500000,19.400000,10.100000,9.700000,15.100000,16.300000,19.100000,12.800000,20,0.300000,0.800000,11.500000,8.600000,27.900000,20.700000,15.900000,21.700000,34.800000,6.400000,8052
2022/12/02 09:00:00+00,14.200000,89.800000,72.900000,74.700000,117.900000,114.100000,8.300000,9.600000,126.300000,97.200000,84.200000,22,50,106.400000,17.600000,,9.900000,19.600000,10.100000,20.300000,7.400000,7.300000,13,6.100000,9.400000,17.200000,29.700000,20.300000,10.700000,23.500000,0.500000,1.600000,22,14,26.800000,22.600000,15.600000,18.700000,34.700000,14.200000,8053
2022/12/02 10:00:00+00,15.900000,110.700000,58.200000,80.900000,101,106.100000,9.500000,10.300000,123.200000,93.300000,90.100000,19.100000,56.100000,78.200000,15.900000,,10.800000,20.800000,12.100000,17,10.800000,8.700000,20.400000,7.400000,14,17.200000,27.900000,20.100000,10.800000,23.300000,0.700000,2.900000,17,12.200000,22.500000,15,16.600000,21.200000,41.900000,14.900000,8054
2022/12/02 11:00:00+00,12.900000,73.900000,48.200000,87.700000,124.900000,117,10.600000,12,,91.500000,77.900000,19.800000,65.100000,92.500000,14.400000,,14.400000,20.200000,8.900000,17.500000,9.400000,9.200000,21.300000,8.700000,13.200000,16.200000,35.100000,20.200000,11.900000,23,1.100000,3.800000,15.100000,,28.400000,17.700000,17.400000,22.500000,32.700000,20,8055
2022/12/02 12:00:00+00,13.900000,76.200000,43.600000,72,152.100000,73.500000,9.500000,10.800000,,87.300000,73.500000,15.300000,37.400000,68.800000,16.600000,,12.900000,18.100000,11.100000,18,11.700000,8.700000,20.100000,8.800000,12.100000,16.900000,29,20,12,22.600000,2.100000,4.100000,14.700000,,27,14.900000,16.500000,20.500000,24.700000,13.500000,8056
2022/12/02 13:00:00+00,13.300000,85.300000,38.600000,70.500000,119.900000,73.200000,15.400000,12.700000,93.800000,70,77.700000,12.800000,36.200000,70.900000,16.300000,,8.600000,18.700000,11.600000,18,7.800000,8.600000,15.900000,7.600000,11.700000,17,22.400000,15.100000,10.600000,25.900000,1.500000,3.700000,15.700000,15.500000,27.700000,16.500000,15.500000,17.300000,26.300000,10.300000,8057
2022/12/02 14:00:00+00,14.400000,108.600000,49.200000,76.900000,135,94.800000,10.200000,11.900000,85.600000,86.700000,63.500000,16.100000,51.200000,77.600000,18.700000,,9,23.100000,12.600000,21.700000,9,9.200000,16.100000,8.100000,18.500000,18.600000,21,18,11.100000,30.900000,0.800000,3.500000,18.300000,14.600000,25.200000,14.200000,16,16.300000,30.100000,14.500000,8058
2022/12/02 15:00:00+00,10.600000,71.900000,47.300000,74.600000,96.300000,100.800000,7.600000,11.600000,,78.300000,59,12.500000,34.400000,62,19.800000,,6.900000,20,16.200000,19.800000,5.600000,9.900000,11.800000,8.300000,14.900000,14.500000,18.800000,18,8.200000,27.100000,0.200000,2.600000,15,15.900000,23.500000,12.700000,14.100000,18.400000,27.600000,8.300000,8059
2022/12/02 16:00:00+00,14.400000,112.600000,52.400000,67.200000,123.200000,100.800000,7.900000,10.700000,73.700000,97.300000,62.700000,19.400000,44,92.300000,21.400000,,5.300000,19.900000,15.500000,19,5.300000,9.100000,14.800000,16.500000,,14.100000,22.600000,16.800000,10.600000,25,0,1,15.600000,12,20.400000,11.300000,22.800000,19.100000,39.800000,8.200000,8060
2022/12/02 17:00:00+00,9,113.400000,23.700000,49.600000,103.900000,120.100000,8.100000,7.700000,84.200000,74,54.200000,4.400000,36.600000,73.800000,4.800000,,4.100000,10.600000,14.400000,11.700000,2.100000,4.200000,14.400000,8.400000,12.200000,15.100000,18.600000,12,7.700000,16.400000,0,0.800000,8.800000,2.200000,20.400000,13.200000,8.700000,13.400000,95.800000,9,8061
2022/12/02 18:00:00+00,4.200000,59.500000,18.300000,49.100000,78.500000,105.300000,5.100000,3.100000,71.700000,72.400000,43.300000,3.900000,24.800000,60.700000,4,,0.800000,3.400000,4.300000,5.400000,1.100000,3.500000,15.900000,2.500000,4.400000,6.700000,3.200000,5.800000,2.200000,9,0,0.900000,5.300000,2.300000,11.600000,7.800000,8.400000,5.600000,60.200000,1.900000,8062
2022/12/02 19:00:00+00,4.500000,61.300000,17.900000,51.600000,71.200000,118.600000,3.100000,4.800000,72.500000,67.300000,42.700000,6.800000,34.400000,55.100000,5,,1.200000,4.900000,3.700000,7.400000,1.500000,4.200000,11,2.200000,3.900000,7.500000,8.300000,7.700000,3.600000,11.100000,0,0.500000,6.500000,3.400000,14.100000,4,9.500000,5.800000,42.900000,2.300000,8063
2022/12/02 20:00:00+00,5.700000,52.900000,16.800000,47.500000,53.600000,122.800000,3.300000,5.300000,80.700000,59.400000,50.300000,10.300000,34.500000,63.500000,8.200000,,1.900000,6.900000,3.900000,7.400000,1.800000,4,10.200000,2.400000,5.500000,8.200000,11.400000,11.800000,4.900000,12.500000,0,0.400000,6.500000,4.400000,13.300000,3.400000,10.100000,8.400000,33,4,8064
2022/12/02 21:00:00+00,6.400000,41.800000,13.500000,48.100000,44.700000,98.500000,3.700000,5.500000,73,49.400000,39.900000,10.900000,23.700000,53,9.400000,,2.900000,7.600000,3.900000,8.600000,1.700000,3.500000,5.900000,2.900000,7.900000,9.500000,9.600000,12.900000,7.600000,12.400000,0,0.500000,6.800000,3.100000,12.400000,4.500000,8.500000,5.500000,29.400000,4.200000,8065
2022/12/02 22:00:00+00,8.900000,29.500000,17,44.300000,38.200000,94.800000,4.100000,7.600000,73.900000,38,35.200000,14.200000,31.900000,47.100000,6.500000,,4,9.200000,3.800000,7.100000,2.300000,3.800000,6.100000,2.300000,3.300000,9.100000,12,13.900000,8.900000,12.300000,0,0.800000,7.200000,5.300000,18.900000,5,9.500000,7.500000,39.700000,6.700000,8066
2022/12/02 23:00:00+00,11.800000,17.300000,16,46.300000,29.400000,89.700000,3.400000,9.200000,84.200000,35.100000,31,12.800000,34,45.400000,11,,4,10.600000,3.700000,7,1.600000,5.900000,5.300000,1.400000,6.300000,11.100000,13.300000,16.700000,11.500000,13,0,2.100000,6.500000,4.500000,20.400000,5.800000,9.800000,8.300000,38.100000,7.900000,8067
2022/12/03 00:00:00+00,9.100000,9.900000,13,33.200000,25.300000,70.700000,2,5.900000,63.200000,27.600000,31.500000,9.500000,18,48.800000,8.200000,,2,7.100000,4.300000,4.600000,0.600000,4.600000,3.100000,1.700000,6.100000,8.500000,7.200000,12.600000,9.100000,10.400000,0,4.100000,3.600000,2.300000,11.500000,4.200000,5.700000,4.800000,25.700000,4.800000,8068
2022/12/03 01:00:00+00,6.900000,6,7,26.500000,15.900000,52.900000,1.600000,4.700000,38.600000,24.600000,18.100000,4,22,27.900000,3.100000,,1.300000,5.600000,2.900000,3.100000,0,2.500000,2.900000,1.600000,3.700000,7.200000,4.900000,8,4.900000,7.600000,0.200000,2.400000,3.200000,2.200000,8.900000,3,3.500000,2.100000,20.500000,2.800000,8069
2022/12/03 02:00:00+00,5,4.300000,4,22.700000,15.200000,41.200000,1,3.400000,43.100000,16.200000,19.900000,2.300000,14,22.800000,3,,1.300000,4.400000,1.600000,2.100000,0,3,1.700000,1.100000,2.800000,5.700000,3.600000,4.900000,3.400000,5.400000,0.100000,0.700000,2.700000,1.700000,9.600000,2.300000,3,0.800000,19.100000,2.300000,8070
2022/12/03 03:00:00+00,3.200000,2.400000,3.400000,15.400000,20,38.200000,0.700000,1.400000,38.400000,11.900000,18.100000,1.800000,12.700000,19.100000,1.200000,,0.700000,3.100000,1.100000,1.800000,0,1.700000,1.800000,0.800000,2.300000,4.300000,2.300000,3.900000,2.300000,4.100000,0.100000,0.500000,2.500000,0.800000,4.200000,1.700000,2.300000,0,9.900000,0.700000,8071
2022/12/03 04:00:00+00,2.500000,3.100000,2.800000,10.100000,28.300000,47.900000,0.700000,1.800000,41.500000,15.900000,17.200000,1.500000,11.200000,15.600000,1.300000,,0.600000,2.100000,1,1.600000,0,1.300000,1.500000,1,1.600000,3.800000,1.300000,3.500000,1.800000,2.800000,0.100000,0.400000,1.400000,1.200000,4.600000,1.500000,2.300000,0.100000,14.900000,0.400000,8072
2022/12/03 05:00:00+00,2.400000,4,3.100000,12.300000,30.900000,63.200000,0.800000,2.200000,67.400000,25.400000,27.300000,1.900000,5.900000,15.100000,1.400000,,0.500000,2,1,2,0,1.500000,1.300000,1,1.800000,3.900000,1.400000,3.900000,1.700000,4.400000,0.100000,0.200000,1.500000,1.700000,4.500000,1.500000,2.600000,0.200000,18.600000,0.800000,8073
2022/12/03 06:00:00+00,2.800000,5.900000,3.800000,19.600000,41.600000,76.800000,1,2.400000,83.800000,38.100000,33.800000,2.300000,15.700000,20.800000,2.100000,,0.400000,2.800000,1.400000,2.300000,0,1.400000,2.100000,0.900000,2.300000,5.700000,1.700000,4.300000,2.200000,7.900000,0.100000,0.100000,1.500000,1.300000,9.900000,1.400000,2.400000,0.400000,26.300000,1.500000,8074
2022/12/03 07:00:00+00,3,16.700000,4.600000,32.900000,49.300000,80.800000,1,3.600000,107.200000,39.800000,34.400000,2.900000,32.700000,34.500000,1.700000,,1.100000,3.600000,1.100000,3,0,1.500000,4,1,3.700000,6.600000,2,3.300000,1.800000,6.700000,0.100000,0.200000,13.300000,1.200000,19.600000,2,3.400000,1.300000,30.600000,1.700000,8075
2022/12/03 08:00:00+00,3.700000,23.100000,3.700000,35.900000,73.400000,86.500000,2.100000,4.400000,104.900000,53.200000,34.400000,3.500000,22.900000,35,2.600000,,1.100000,4.300000,1.800000,4.500000,3.700000,2.500000,8.600000,1.400000,4,10.700000,2.700000,3.600000,2,9,0.100000,0.200000,2.500000,2.500000,25.300000,2.400000,3.700000,1.300000,54.400000,1.800000,8076
2022/12/03 09:00:00+00,4,46.700000,6.400000,32.700000,89.600000,93.500000,3.900000,3.900000,104.800000,52.900000,43.900000,4.400000,62.800000,48.800000,3.800000,,1.800000,5.200000,3,6,3,5,10.400000,2.100000,5.500000,12,3.100000,5,3.200000,8.700000,0.800000,0.700000,3.400000,2.400000,26.400000,5.600000,5.700000,3.400000,46.700000,2.900000,8077
2022/12/03 10:00:00+00,5.700000,54.400000,11.500000,46.200000,110.700000,124.100000,3.900000,6.800000,167.300000,70.300000,42.400000,6.500000,27.400000,53.600000,6.400000,,3,7,3.900000,6.900000,3.300000,6.300000,11.300000,3,8.200000,13,5.200000,7.400000,3.800000,14.200000,1.700000,1.500000,5.200000,3.300000,30,7.300000,8.400000,4.900000,51.600000,4.700000,8078
