,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2023/04/04 09:00:00+00,6.500000,22.600000,,52.400000,55.900000,125.500000,2.800000,7.600000,99.500000,60.900000,47.700000,4.600000,45.800000,53,4.600000,30.200000,6.800000,12.500000,3,7.800000,3.200000,4.800000,7.200000,1.600000,6.100000,15.300000,9.400000,7.500000,7.300000,8.300000,0.700000,3.700000,6.600000,3.100000,25.900000,9.200000,5.300000,7.700000,44.200000,,2245
2023/04/04 10:00:00+00,4.900000,20.900000,,42.100000,56.600000,71.400000,1.800000,3.100000,103.700000,53,41.200000,5.400000,67.700000,45.600000,3.900000,27.400000,5.100000,7.700000,2.700000,5.700000,0.800000,2.500000,4.700000,1.100000,5.300000,9.600000,9,5.800000,4.800000,7.800000,0.600000,2.700000,5.300000,2,16.800000,5.400000,3.200000,4,26.700000,7,2246
2023/04/04 11:00:00+00,4.300000,27.400000,5.500000,39.300000,68.600000,72.500000,1.200000,1.900000,87.800000,37,33.400000,5,23.100000,34.300000,2.100000,27.700000,2.800000,6.400000,2.500000,3.500000,0.400000,1.500000,6.800000,1.300000,3,5.300000,6,4.300000,3.300000,7,0.500000,3.100000,3,2.700000,14.400000,3.100000,2.400000,3.200000,28.800000,4.900000,2247
2023/04/04 12:00:00+00,3.700000,27.600000,4.800000,38.300000,53.700000,76.900000,1.500000,1.700000,74.600000,44.200000,30.100000,3.700000,19.200000,24.100000,1.400000,12.400000,2.800000,7.600000,3.400000,3.600000,0.100000,1.300000,5.900000,1.100000,2.600000,4.100000,4.800000,4.200000,2.900000,5.500000,0.400000,3.200000,2.700000,1.600000,9.500000,2.400000,2.800000,2.400000,23,3.800000,2248
2023/04/04 13:00:00+00,,15.700000,4.700000,27.400000,48.100000,76.900000,1.300000,1.300000,70.100000,48.900000,28.200000,3.300000,41,21.800000,1.100000,13.600000,2.900000,10.300000,,3.100000,0.100000,1.200000,4.700000,1.300000,2.700000,4.200000,10.400000,4.500000,2.800000,6,0.400000,2.700000,2.300000,1.700000,10.500000,2.500000,3.100000,2.100000,27.100000,3.600000,2249
2023/04/04 14:00:00+00,,30.800000,4.200000,32.500000,59,61.400000,0.700000,0.800000,61.700000,34.200000,31.600000,2.800000,43.600000,18.200000,1.100000,10.400000,2.600000,8.200000,2.500000,2.900000,2.800000,1.200000,8.500000,1.200000,2.400000,4.300000,4.500000,3.500000,2.800000,5.900000,0.400000,1.900000,2.300000,1,14.100000,2.200000,2.200000,2.400000,33.800000,3.200000,2250
2023/04/04 15:00:00+00,,30.600000,4,40.700000,64.400000,63.900000,0.400000,0.600000,57.900000,34.300000,32.100000,2.200000,32.500000,37.400000,1,11.100000,2.200000,5.600000,2.400000,2.500000,0.500000,1.100000,7.400000,1.700000,4.200000,3.300000,3.300000,2.400000,1.700000,4.200000,0.300000,1.600000,1.500000,1.400000,13.300000,2.400000,2.900000,2.700000,25.200000,3,2251
2023/04/04 16:00:00+00,1.900000,43.500000,4.900000,37.200000,41.100000,53.500000,1.100000,0.200000,53.400000,32.500000,27.600000,2.300000,21.500000,33.900000,1.700000,6.100000,2,7.700000,2.100000,2.500000,0,1.200000,8.900000,1.200000,3.200000,2.400000,3,4.200000,2,4.600000,0.300000,1.500000,1.500000,1.200000,14.500000,1.600000,2.700000,2.600000,29.100000,2.300000,2252
2023/04/04 17:00:00+00,1.500000,34,3.800000,32.500000,61,59.100000,0.500000,0,54,42.900000,28.100000,2.500000,22.400000,37,1.800000,4.700000,1.400000,3.200000,1.600000,2.600000,0,1.100000,11.500000,1.200000,2.800000,2.300000,1,2.700000,1.300000,3.400000,0.200000,0.800000,1.500000,1.200000,18.400000,1.200000,2.700000,3,48.400000,2.100000,2253
2023/04/04 18:00:00+00,1,26.900000,3.400000,34.600000,60.900000,84.200000,0.200000,0,46.900000,38.100000,33.300000,1.400000,20.700000,30.100000,1.100000,3.200000,0.400000,1.100000,1,1.200000,0,0.800000,7.600000,0.900000,1.900000,1.600000,1.800000,1.900000,0.600000,2.900000,0.100000,0.300000,1.100000,0.700000,18.400000,1,2.100000,1.300000,32.500000,1,2254
2023/04/04 19:00:00+00,0.600000,12.500000,1.200000,22.800000,75.800000,81.400000,0.600000,0.100000,31.200000,24.700000,34.800000,1.200000,9.800000,29.900000,1.200000,2,0.500000,1.900000,1.200000,1,0,0.500000,6.400000,0.700000,3.100000,1.100000,3,3.600000,0.300000,2.200000,0,0.500000,0.700000,0.900000,8.800000,0.600000,1.900000,0.200000,9,0.600000,2255
2023/04/04 20:00:00+00,0.600000,27,1,19.300000,92.100000,52.600000,0.200000,0,40.300000,19.900000,22.800000,1.100000,11,23.300000,0.700000,1.500000,0.400000,0.900000,0.700000,0.800000,0,1.100000,4.800000,0.600000,4.100000,1.200000,2.100000,1.200000,0.800000,2.900000,0,0.100000,0.700000,1.400000,6.600000,0.300000,2.300000,0.400000,3.900000,0.300000,2256
2023/04/04 21:00:00+00,0.900000,41.200000,3.700000,17.700000,131.100000,22.900000,0,0,29.200000,19.500000,20.700000,1.300000,17.800000,18.200000,1.100000,0.900000,0.300000,1,0.800000,1.200000,0.300000,0.900000,3.900000,1.700000,3.100000,1.200000,2.800000,1.700000,1,3.400000,0,0.100000,0.800000,7,6.400000,0.300000,1.400000,1.400000,3.500000,0.500000,2257
2023/04/04 22:00:00+00,0.800000,26.200000,3.900000,17.400000,151.800000,43.400000,0,0,20.100000,16.400000,22.800000,1.400000,6.400000,17.400000,13.600000,0.600000,0.300000,0.700000,1,0.900000,0.300000,0.600000,5.800000,1.200000,2.600000,1.300000,0.500000,2,0.300000,3.200000,0.200000,0.200000,0.800000,3.100000,8.400000,0.300000,2.700000,1.100000,9.200000,0.300000,2258
2023/04/04 23:00:00+00,0.500000,20.900000,1.800000,14.500000,77.200000,45.600000,0,0,16,16.800000,19.700000,2.100000,19.500000,9.400000,1.800000,1.700000,0.200000,0.700000,1.600000,0.900000,0,3.500000,5,1.100000,2.700000,1.800000,0.300000,2,0.500000,1.500000,0,0.300000,0.900000,1,8.800000,0.300000,0.800000,1.900000,15.700000,0.400000,2259
2023/04/05 00:00:00+00,0.700000,16.200000,0.500000,9.700000,55.700000,41.800000,0.300000,0,11.900000,12.600000,21.700000,5.300000,8,7.800000,9.300000,0.600000,0.500000,1.700000,1.700000,0.700000,2,0.600000,2.100000,1.300000,2,1.700000,0,1.300000,0.600000,2.200000,0,0.200000,0.500000,0.400000,6.600000,0.600000,1,0.800000,7.200000,0.400000,2260
2023/04/05 01:00:00+00,0.700000,12,1.400000,6,40.600000,15.700000,0.200000,0,44.600000,8.800000,10.300000,3.100000,5,4.400000,1.700000,0.400000,0.300000,2.600000,2,0.500000,0.100000,0.600000,1.600000,1.600000,2.100000,1.500000,0.400000,1.400000,1.200000,2.100000,0,1.800000,0.400000,0.800000,4.600000,0.400000,1.300000,0.400000,1.800000,0.700000,2261
2023/04/05 02:00:00+00,0.600000,14.600000,0.800000,2.400000,73.200000,18.300000,0.200000,0,22.700000,9.600000,13,1.500000,9.800000,3.600000,1.100000,0.300000,0.700000,9.300000,2,0.700000,0,0.600000,2.400000,1.900000,2.400000,10.900000,0.500000,1.400000,0.900000,1.100000,0,3,0.300000,0.900000,4.400000,0.300000,1.100000,0.400000,3.400000,0.700000,2262
2023/04/05 03:00:00+00,0.400000,19.100000,4.900000,3.900000,124.300000,33.500000,0.900000,0.700000,97.200000,8.800000,12.600000,1.200000,11.200000,4.900000,3.400000,0.600000,0.500000,12.900000,3.100000,1.800000,0,0.700000,2.300000,2.800000,2.600000,16.400000,0.100000,1.200000,0.800000,2.600000,0.100000,4.900000,0.500000,0.600000,4.100000,0.400000,1.100000,1.100000,10.400000,0.600000,2263
2023/04/05 04:00:00+00,0.900000,29.500000,5.500000,9.300000,258.400000,102.600000,15.900000,0.400000,152.900000,35,34.200000,6.200000,10.600000,24.500000,34.700000,0.700000,0.500000,9.200000,41.500000,2.900000,4,1,8.300000,5.300000,4.100000,7.100000,0.500000,1.700000,1,4,0.300000,15.900000,8.600000,8.300000,4.900000,1.400000,4.100000,4.300000,24.900000,0.500000,2264
2023/04/05 05:00:00+00,1.500000,44.100000,44.600000,30.900000,295.100000,75.100000,53.200000,29.200000,224.800000,118.900000,40.100000,32.700000,11.400000,60.100000,30.300000,1.800000,0.700000,29.700000,73.600000,10,14.900000,14.900000,24.700000,24.600000,20.900000,10.100000,2.900000,4.100000,2,7.300000,0.100000,12.700000,37.200000,49.500000,13.900000,5.600000,23.700000,33.900000,68.900000,2.700000,2265
2023/04/05 06:00:00+00,9.600000,123,60.700000,106.500000,336.100000,28.200000,98,52.100000,312.400000,121.100000,97.200000,85.600000,32,122.800000,84.200000,16.400000,1.100000,16,47.900000,60.800000,15.800000,32.800000,25.500000,43,86.400000,11.500000,28.100000,9.600000,11.800000,27.500000,0.500000,12.200000,30.500000,91.300000,55.500000,22.700000,82.500000,39.100000,85.900000,17.700000,2266
2023/04/05 07:00:00+00,23.700000,177.300000,46.500000,94.500000,330.900000,24.800000,58,108.500000,180.700000,111.700000,110.400000,79.300000,58.200000,134.400000,87.100000,50,1.100000,63.600000,87.800000,78.700000,38.300000,24.400000,32.600000,58.900000,123.900000,26.800000,56.500000,18.700000,22.600000,69.900000,5.700000,13.100000,32.100000,86.300000,50.600000,18.100000,88.900000,68.200000,117.700000,23.200000,2267
2023/04/05 08:00:00+00,37.400000,120.700000,61.100000,86.100000,234.800000,162,44.500000,29.100000,114.700000,73,129.600000,23.900000,78.400000,147.900000,30.700000,46.200000,16.700000,31.900000,66.800000,57,22.700000,25.300000,16.600000,23.100000,54.600000,18.200000,48.300000,33.700000,33.300000,58.200000,3.600000,6.900000,26.300000,31.300000,47.200000,17.200000,44,51.200000,49.300000,26.500000,2268
2023/04/05 09:00:00+00,34.400000,93.400000,41.400000,80.900000,154,52.200000,40.400000,17.600000,91.600000,67.500000,84.400000,14.600000,81.800000,108.700000,27.200000,45.400000,18.200000,38.400000,36.600000,36.700000,8.400000,14,12.200000,14.900000,64.100000,11.800000,24.200000,30.700000,25.800000,54.100000,3.500000,4.900000,16,11.300000,48.100000,16.100000,26,28.900000,34.200000,21.900000,2269
2023/04/05 10:00:00+00,18.600000,60.400000,24.900000,59.400000,84.400000,56.900000,14.200000,9.400000,62.200000,50.500000,64,9.700000,91.400000,62.600000,20.100000,22.400000,7,24.600000,26.100000,21,1.600000,11.200000,10.500000,9.700000,,11.200000,11.900000,15.800000,17.600000,19.500000,1.600000,1.400000,7.500000,16.800000,45.600000,9.900000,17,19.600000,26.900000,8.100000,2270
2023/04/05 11:00:00+00,19.500000,61.700000,25.500000,55.100000,103.200000,44.200000,4.200000,4.300000,54,41.800000,58.400000,5.800000,49,55.500000,10.100000,11,12.600000,32.600000,11.300000,10.300000,1,8.900000,6.500000,10.700000,,12.900000,15,14.100000,14.400000,17.500000,2.500000,1.300000,7.100000,10.700000,45.300000,4.500000,8.300000,12.300000,15.100000,8,2271
2023/04/05 12:00:00+00,14.400000,54.200000,20.200000,44.400000,86.300000,36.200000,5.100000,6.200000,49.100000,52.600000,55.100000,4.300000,31.600000,51.300000,7.600000,6.100000,10.400000,33.900000,9.700000,6.900000,0.900000,11.100000,4.300000,10.200000,,8.900000,14.600000,16.300000,13.500000,16,2.900000,0.700000,6.200000,8.100000,34.900000,4.600000,4.600000,10.500000,18.700000,5.900000,2272
2023/04/05 13:00:00+00,9.500000,56.900000,19.800000,49.700000,87.600000,66,3.600000,8.100000,59.900000,91.100000,47.500000,4.600000,22,41.200000,6.600000,5.400000,5.800000,18.900000,9.500000,5.400000,1,9.500000,6.400000,11.800000,12.900000,4.600000,5.700000,14.900000,8.500000,10,2.100000,0.400000,5.700000,6.700000,51.700000,2.700000,4.200000,7.600000,21.400000,5.100000,2273
2023/04/05 14:00:00+00,5.500000,55.300000,14.600000,43.900000,66.900000,35.500000,3.800000,6,52.100000,31.100000,55.900000,6.700000,26.400000,30.400000,7,7.700000,3.800000,17.500000,7.600000,4.300000,1,6,4.700000,10.600000,7.700000,4.400000,4.600000,9.200000,5,6.800000,1.500000,0.400000,4.400000,5.400000,31.700000,1.600000,5.600000,5.400000,25.900000,4.700000,2274
2023/04/05 15:00:00+00,4.100000,63.800000,11,41.500000,83.800000,28.800000,2.200000,3.800000,53.300000,28,60.700000,6.600000,18.700000,40.200000,7.800000,5.700000,3.600000,19.400000,5.900000,3,0.900000,4.200000,7.400000,6.200000,5.600000,3.500000,3.900000,9.300000,3.400000,4.900000,1.400000,0,4.600000,7.500000,34.200000,2,5.800000,4.600000,27.300000,4.100000,2275
2023/04/05 16:00:00+00,3.100000,56.200000,15.400000,36.500000,101.400000,21.300000,1.300000,1.900000,38,25.600000,45.400000,4.100000,17.400000,39.800000,3.800000,3,2.100000,17.900000,3.400000,2.600000,0.200000,5.300000,9.100000,4.800000,5.300000,2,3.900000,5.100000,2,4.500000,1.200000,0.200000,2.900000,6.900000,15.500000,1.700000,3.900000,4.500000,10.200000,2.300000,2276
2023/04/05 17:00:00+00,1.900000,43,21.900000,40,107.900000,13,2.600000,0.700000,,24.500000,38.600000,3.100000,17.300000,35.700000,2.500000,2.400000,1.300000,16.700000,2.300000,1.600000,0.100000,3.300000,8,2.600000,3.500000,1.500000,3.300000,4.200000,1,3.600000,0.500000,0.100000,1.700000,4.200000,22,0.900000,2.200000,3.100000,18,1.400000,2277
2023/04/05 18:00:00+00,1.200000,56.400000,23.100000,39.200000,135,11.200000,1.700000,0,,29.900000,42.200000,1.800000,35.900000,30,1.100000,1.500000,0.700000,19.500000,1.700000,0.600000,0,1.400000,8.900000,1.400000,3.200000,1.600000,2.500000,3.100000,0.900000,2.900000,0.100000,0.200000,0.800000,2.100000,20.400000,1,1.200000,1.800000,17.400000,0.700000,2278
2023/04/05 19:00:00+00,0.800000,77.900000,7.300000,,138.700000,6.400000,1.800000,0.300000,,33.400000,56.500000,3,11.500000,25.300000,10.400000,0.300000,0.200000,10.400000,1.200000,0.900000,0,0.600000,,1,2.600000,0.800000,0.300000,4.700000,0.200000,1.700000,0,0,0.600000,9.900000,25.900000,0.200000,2,2.400000,11,0.600000,2279
2023/04/05 20:00:00+00,0.500000,63.400000,2.800000,20.200000,120.500000,74.700000,1.500000,0,,39.400000,37.100000,2.800000,27.800000,25.800000,4.300000,0.500000,0.400000,14.200000,1.100000,1.600000,0.400000,0.800000,,2,2.300000,1.700000,1,0.800000,2.100000,2.500000,0.100000,0.200000,0.600000,10.500000,18.800000,0.300000,1.900000,0.500000,13.600000,0.300000,2280
2023/04/05 21:00:00+00,0.500000,62.700000,3.300000,28.100000,103.400000,105.800000,6.600000,0.700000,,25.700000,46.100000,3,23.900000,21.200000,0.400000,0.400000,0.200000,14,5.100000,2.200000,1,0.300000,,1.100000,6.100000,1.400000,,1.400000,0.800000,1.900000,0.400000,0.100000,0.900000,11.500000,18.200000,0.600000,2.600000,0.400000,22.500000,0.400000,2281
2023/04/05 22:00:00+00,0.800000,53.600000,3.300000,24.700000,86.100000,120.500000,4.800000,3.200000,,27.700000,43.700000,6.200000,20.100000,36.400000,1.400000,1.800000,0.600000,11.900000,1.300000,4.100000,4.700000,0.200000,,0.900000,5,5.600000,0.400000,2.300000,0.500000,0.900000,0.400000,1.300000,3.800000,13.800000,27.900000,0.900000,3.400000,0.600000,31.200000,0.400000,2282
2023/04/05 23:00:00+00,0.700000,33.600000,8.900000,19.700000,44,81.800000,0.200000,1.200000,,12.900000,42.600000,2.300000,33.300000,12.900000,0.500000,0.600000,0.500000,9.100000,1.200000,9.200000,4,0.100000,,1.100000,3.200000,2.400000,0.500000,1.100000,0.400000,1.100000,0.200000,0.400000,4.800000,12.800000,34,0.600000,1.900000,0.900000,33.300000,0.600000,2283
2023/04/06 00:00:00+00,1.100000,25.100000,5.900000,20,30.900000,71.900000,2.500000,0.500000,,15.500000,16.100000,1.600000,23,18.900000,0.400000,0.600000,0.500000,10.400000,1.200000,1.500000,10.600000,0.100000,,1.100000,3,4.700000,0.400000,1.400000,0.800000,1.800000,0.200000,0.400000,1.500000,9.600000,23.700000,0.400000,1.100000,1.200000,13.600000,0.500000,2284
2023/04/06 01:00:00+00,1.200000,14,15.300000,7.800000,39.600000,58,0.300000,1.300000,,6.700000,13.900000,3.600000,14.500000,9.100000,0.500000,1.600000,0.100000,6.400000,1,0.700000,13.600000,0.400000,,1,4.500000,2.600000,0.100000,3.800000,0.500000,1.900000,0.300000,0.300000,0.500000,20.800000,13.600000,0.400000,1.400000,0.400000,8.800000,0.500000,2285
2023/04/06 02:00:00+00,0.800000,11.200000,8.200000,2.900000,56,60.800000,0,0.100000,,10.800000,8.900000,8.800000,6.600000,5,1.200000,0.400000,0.400000,5.800000,0.900000,2,1.700000,0.600000,,0.900000,2.900000,1.200000,0.200000,1.400000,0.700000,1.100000,0.300000,0.200000,0.700000,18,11.700000,0.400000,3.600000,0.500000,4.400000,0.400000,2286
2023/04/06 03:00:00+00,0.700000,15.500000,1.500000,4.100000,97.200000,20.400000,2.100000,0,45.900000,11.500000,12.600000,1.800000,3.700000,5.800000,2.800000,0.500000,0.300000,3.900000,1.100000,2.500000,0,2.100000,,0.900000,2.400000,1.500000,0,1.600000,0.600000,1.200000,0.200000,0.100000,0.500000,17.600000,10.400000,0.400000,14.600000,0.500000,3.800000,0.400000,2287
2023/04/06 04:00:00+00,0.700000,31.700000,30,7.900000,154.400000,27.200000,3.400000,0,89.500000,33.200000,18.600000,1.700000,7.600000,10.800000,7.100000,0.200000,0.200000,5.100000,1.100000,0.900000,1,13.300000,,2.100000,3.100000,2.400000,0,1.800000,0.200000,1.600000,0.200000,0.300000,0.700000,20,14.600000,0.400000,10,1,10.100000,0.600000,2288
2023/04/06 05:00:00+00,0.500000,39.400000,6.800000,17.100000,222.100000,79.600000,10,1.700000,174.800000,51.200000,47.400000,1.100000,17.800000,38.300000,38.600000,1,0.200000,10.700000,3.400000,7.800000,5.700000,30.900000,,3,5.300000,3,0.600000,1.700000,0.500000,2.900000,0.200000,0.300000,1.100000,15.200000,15.200000,1.800000,5.800000,3.600000,21.200000,0.400000,2289
2023/04/06 06:00:00+00,1.800000,72.400000,51.800000,62.700000,206.200000,113.800000,5.700000,4.400000,223.100000,72.500000,42.600000,4.700000,62.300000,37.200000,26.700000,3,0.400000,22.400000,5.200000,3.700000,38.900000,53,,5.400000,10.300000,7.100000,3.200000,6.300000,2.400000,4.200000,0.800000,0.400000,6.700000,23.500000,40.400000,7.500000,45.500000,25.100000,40.200000,1.200000,2290
2023/04/06 07:00:00+00,5.200000,76.900000,80.200000,68.400000,224.800000,143.200000,13.100000,8.100000,208.700000,58.700000,92.600000,19.700000,55.700000,59.100000,34.400000,17.700000,0.300000,32.600000,9.600000,5.900000,42.700000,37.700000,,9.800000,18.300000,22.900000,4.100000,12.200000,4.800000,4.300000,0.800000,0.700000,8.200000,49.200000,80.900000,10.600000,76.500000,18.200000,63.200000,4.100000,2291
2023/04/06 08:00:00+00,6.900000,72.900000,71.200000,80.100000,198.500000,118.300000,11.400000,4.900000,138.900000,37.900000,92.400000,11.900000,64.200000,24.600000,25.300000,14.300000,1.400000,25.800000,10.900000,11.100000,49.700000,31.400000,,9.900000,9.600000,24.500000,7,15.600000,14.100000,4.200000,1,0.800000,9.100000,44.300000,45.400000,3.400000,36.200000,10.800000,45.300000,4.500000,2292
2023/04/06 09:00:00+00,4.100000,84,16,45.500000,128.300000,51.700000,7.600000,4.100000,77.900000,24.600000,52.100000,6.400000,31,14.700000,9.800000,6.800000,2.900000,18.200000,5.800000,6.200000,8.200000,9.500000,,4.900000,6.600000,6.800000,7.900000,7.900000,5.400000,4.400000,0.900000,0.700000,8.700000,16.300000,37.600000,2.300000,7.600000,5.600000,9.300000,2,2293
2023/04/06 10:00:00+00,3.400000,51.200000,10.600000,65.600000,94.400000,40.300000,4.600000,2.900000,89.400000,43,36.700000,3,54,14.600000,5.600000,4.600000,2,27.200000,3,2.500000,0.700000,3.500000,,3.800000,3.800000,4.200000,5.500000,3.800000,2.200000,4.100000,0.400000,0.200000,3.400000,6.500000,59.900000,1.500000,3.300000,5.500000,8.900000,1.500000,2294
2023/04/06 11:00:00+00,2.700000,38.500000,4.700000,54.100000,62.400000,18.200000,4,1.900000,92.800000,36.600000,22.400000,2.200000,15.300000,13.100000,4.900000,1.700000,1.100000,24.200000,3.300000,1.500000,0.200000,2.600000,,2.600000,3.200000,2.700000,4.500000,3,1.600000,3.100000,0.200000,0,2.600000,3,89.300000,1.200000,2.400000,3.100000,4.700000,1.500000,2295
2023/04/06 12:00:00+00,3.900000,29,5.400000,45,76,19,3.600000,2,87.800000,44.600000,28.700000,2.400000,8.200000,24.600000,3.600000,1.800000,1.400000,14.300000,4.300000,1.600000,0.300000,2.200000,,2.900000,3.200000,3,5.100000,4,1.900000,3.300000,0.100000,0.200000,2.500000,3.200000,59.400000,1.500000,2.900000,3.300000,8,1.600000,2296
2023/04/06 13:00:00+00,3,45.200000,11.100000,42.700000,91.800000,15.900000,2.600000,1.500000,61.500000,49.800000,20.200000,1.300000,8.100000,24.500000,3.300000,1,0.700000,18.100000,3.200000,1.100000,0,2.400000,3.600000,3.200000,3,2.500000,2.700000,4.300000,1.600000,2,0.300000,0.200000,2.400000,2.400000,59.900000,0.900000,3.400000,2.700000,4.100000,1.400000,2297
2023/04/06 14:00:00+00,2.700000,35.600000,7.700000,36.500000,93.100000,12,2.100000,1,48.900000,38.200000,24.300000,1.200000,2.500000,18.700000,2.400000,2.100000,0.500000,14.900000,2.600000,1.200000,0,1.200000,2.400000,2.800000,2.900000,1.700000,3.100000,3.100000,1.200000,3,0.400000,0,2.200000,2,52.900000,1.200000,1.800000,3.400000,6.900000,1,2298
2023/04/06 15:00:00+00,3,50,7.200000,42.300000,95.500000,12.500000,1.800000,1.200000,57.700000,22.400000,21.300000,1.700000,2.500000,12.300000,2.400000,1.400000,0.700000,18.200000,3,0.900000,0,1.100000,3.400000,5.400000,3.700000,1.800000,2.500000,3,1.300000,3.200000,0.200000,0.200000,3.100000,1.700000,45.300000,1.300000,2,3.500000,7.200000,1.200000,2299
2023/04/06 16:00:00+00,2.100000,58.500000,10.200000,43.900000,75.500000,11.500000,1.700000,0.900000,55.600000,11.400000,21.500000,1,6.100000,21.700000,2.100000,2.100000,0.500000,21,3.600000,0.900000,0,1.300000,4.300000,3.600000,3.100000,1.800000,1.500000,2.600000,1.200000,2.400000,0.400000,0.300000,4.400000,2,34.600000,1.500000,1.200000,2.400000,3.300000,1,2300
2023/04/06 17:00:00+00,1.700000,44.500000,12.100000,32.200000,128.300000,9.200000,2.400000,0.300000,50,14.600000,32.700000,1,3.700000,16,1.800000,1.600000,0.300000,11,2.800000,0.800000,0,1,4.600000,2.400000,2.800000,1.400000,1.200000,3.100000,1.100000,1.900000,0.200000,0.300000,4.500000,1.700000,23,1.200000,1.400000,2.400000,2.100000,1.100000,2301
2023/04/06 18:00:00+00,0.900000,46.600000,9.400000,24.500000,86.400000,7.100000,1.400000,0,38.200000,15.100000,26.800000,0.500000,4.700000,10.500000,1.600000,1.500000,0.200000,12.900000,2.200000,0.700000,0,0.700000,3.100000,2.400000,2.400000,1.600000,1.200000,1.800000,1.200000,1.700000,0.200000,0.200000,3.200000,1.400000,21.200000,1.300000,0.600000,2.600000,7,1.400000,2302
